BIBID,FILENAME,TITLE,CATALOG_LINK,CONTRIBUTING_INSTITUTION,OA_POLICY,DISCLAIMER_STMT,piction_PROJECT,piction_INTERNALNOTES,CREATOR,CALL_NUMBER,FORMAT_EXTENT,LANGUAGE,SUBJECTS,PLACE,FORMAT,BIOGRAPHICAL/HISTORICAL NOTE,SUMMARY,DATE_DISPLAY,DATE_SORT,ARCHIVAL_COLLECTION,STANDARDIZED_RIGHTS,DCMIType
673295,z_79_N411_vol_4_031.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_032.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_033.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_034.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_035.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_036.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_037.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_038.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_039.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_040.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_041.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_042.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_043.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_044.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_045.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
673295,z_79_N411_vol_4_046.tif,"A list of documentary material relating to state constitutional conventions, 1776-1912. Comp. for use in the Newberry Library by Augustus Hunt Shearer, Ph. D., of the library staff.",https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma996732958805867,Newberry Library,"The Newberry makes its collections available for any lawful purpose, commercial or non-commercial, without licensing or permission fees to the library, subject to the following terms and conditions: https://www.newberry.org/rights-and-reproductions","All materials in the Newberry Library’s collections have research value and reflect the society in which they were produced. They may contain language and imagery that are offensive because of content relating to: ability, gender, race, religion, sexuality/sexual orientation, and other categories. More information: https://www.newberry.org/sites/default/files/textpage-attachments/Statement_on_Potentially_Offensive_Materials.pdf",,,"Shearer, Augustus Hunt 1878-1941",gen Z 79 .N411 no. 4 1,"vii, 37 l. 26 cm",English,Constitutional conventions|State government publications|Law|Newberry Library,P|L|A|C|E,,,,,,,Copyright Not Evaluated,
